case_id,status,collection_name,method,top_k,split,category,latency_ms,hit_rate_at_k,precision_at_k,recall_at_k,map,ndcg_at_k,mrr,retrieved_chunk_ids,relevant_chunk_ids,relevance_by_chunk,query,error
iir-2009-011,ok,iir_recursive_gold_50_03,bm25,10,development,definicional,280.999,1.0,0.1,0.5,0.055556,0.184576,0.111111,"797182a7-1e57-4691-a271-c3a97c90c928,33ee80e5-1f4d-461c-a820-e217b073ef05,a8b0a329-d359-4fc7-b774-41a7949dad3f,9e720a91-cfe4-4066-9dd7-f49080117a1b,dbf727fa-7b77-45fd-bb7d-02f772083e68,ee41af0f-02dd-4712-8ef7-140e38c587c0,df67f635-c66e-493f-b90e-f750e1366e43,0cfee541-6c97-42ff-baf1-012dbc3af153,d434822b-a19b-478a-9049-6c632c77a9a6,d88b481b-bc06-4cb5-926d-925303b7d1b7","2c25fdcd-22ae-4c2d-9f47-6736416fd121,d434822b-a19b-478a-9049-6c632c77a9a6","{""2c25fdcd-22ae-4c2d-9f47-6736416fd121"": 2.0, ""d434822b-a19b-478a-9049-6c632c77a9a6"": 2.0}",O que é distância de edição e por que a correção isolada de termos é insuficiente?,
iir-2009-011,ok,iir_recursive_gold_50_03,dense,10,development,definicional,247.717,1.0,0.1,0.5,0.5,0.613147,1.0,"2c25fdcd-22ae-4c2d-9f47-6736416fd121,8e86e38f-5730-4d7f-a249-1ce64b3e2d24,7e8658d3-f85e-4d73-9c0a-7420f20fca84,90ec5254-d5d0-46b0-aecd-7c316788cef2,51d5a0f2-b4ff-457c-98cd-94810513c93f,d9d0f2a8-4f53-48af-8af9-a70ff975c594,f13e9bd3-c837-42bf-bcc8-9c0f6d2c5391,2245177d-a4d0-4dbf-bbb0-78909f60c802,5077e81a-c6c6-410e-b269-678395d4e2f6,46497fa5-41d2-4c25-aa5d-8aab1e36dfcf","2c25fdcd-22ae-4c2d-9f47-6736416fd121,d434822b-a19b-478a-9049-6c632c77a9a6","{""2c25fdcd-22ae-4c2d-9f47-6736416fd121"": 2.0, ""d434822b-a19b-478a-9049-6c632c77a9a6"": 2.0}",O que é distância de edição e por que a correção isolada de termos é insuficiente?,
iir-2009-011,ok,iir_recursive_gold_50_03,hybrid,10,development,definicional,225.603,1.0,0.1,0.5,0.5,0.613147,1.0,"2c25fdcd-22ae-4c2d-9f47-6736416fd121,797182a7-1e57-4691-a271-c3a97c90c928,8e86e38f-5730-4d7f-a249-1ce64b3e2d24,33ee80e5-1f4d-461c-a820-e217b073ef05,7e8658d3-f85e-4d73-9c0a-7420f20fca84,a8b0a329-d359-4fc7-b774-41a7949dad3f,90ec5254-d5d0-46b0-aecd-7c316788cef2,9e720a91-cfe4-4066-9dd7-f49080117a1b,51d5a0f2-b4ff-457c-98cd-94810513c93f,dbf727fa-7b77-45fd-bb7d-02f772083e68","2c25fdcd-22ae-4c2d-9f47-6736416fd121,d434822b-a19b-478a-9049-6c632c77a9a6","{""2c25fdcd-22ae-4c2d-9f47-6736416fd121"": 2.0, ""d434822b-a19b-478a-9049-6c632c77a9a6"": 2.0}",O que é distância de edição e por que a correção isolada de termos é insuficiente?,
iir-2009-012,ok,iir_recursive_gold_50_03,bm25,10,development,comparativa,201.146,1.0,0.1,1.0,1.0,1.0,1.0,"2dbffcb9-1e50-445f-82f1-691566739097,f42a39fc-2a59-4940-ae18-cb4b444a68d2,d88b481b-bc06-4cb5-926d-925303b7d1b7,36486dcd-d491-477f-bc33-94f19caa2008,4aeefbe2-eaa0-442b-8a5d-d9e717604d1f,059bdacb-afbf-46a6-9a0e-65265c9a81a1,ec359b05-ac99-40c1-8a7b-f0020743a667,2d20848e-eb83-47dd-9bd6-91e0a77cefba,d5df47ef-6565-4132-9844-c4e0380e56eb,65326072-b72e-45b4-9ea4-d02ad7701de2",2dbffcb9-1e50-445f-82f1-691566739097,"{""2dbffcb9-1e50-445f-82f1-691566739097"": 2.0}",Qual vantagem o SPIMI apresenta sobre o BSBI durante a construção do índice?,
iir-2009-012,ok,iir_recursive_gold_50_03,dense,10,development,comparativa,209.932,1.0,0.1,1.0,1.0,1.0,1.0,"2dbffcb9-1e50-445f-82f1-691566739097,f42a39fc-2a59-4940-ae18-cb4b444a68d2,d5df47ef-6565-4132-9844-c4e0380e56eb,2d20848e-eb83-47dd-9bd6-91e0a77cefba,ae0ec5d5-1567-41dd-a2a0-e20685b2384d,9f95bd35-f07d-4b21-950c-d725455c812a,e74c4621-2e99-4966-bc15-551c1ad7d708,36486dcd-d491-477f-bc33-94f19caa2008,e9848c36-8fdb-4e4c-8a35-2235fc438a52,cda3dc9b-3586-4d6e-8d12-d5ad6a31ffff",2dbffcb9-1e50-445f-82f1-691566739097,"{""2dbffcb9-1e50-445f-82f1-691566739097"": 2.0}",Qual vantagem o SPIMI apresenta sobre o BSBI durante a construção do índice?,
iir-2009-012,ok,iir_recursive_gold_50_03,hybrid,10,development,comparativa,203.247,1.0,0.1,1.0,1.0,1.0,1.0,"2dbffcb9-1e50-445f-82f1-691566739097,f42a39fc-2a59-4940-ae18-cb4b444a68d2,d5df47ef-6565-4132-9844-c4e0380e56eb,36486dcd-d491-477f-bc33-94f19caa2008,2d20848e-eb83-47dd-9bd6-91e0a77cefba,d88b481b-bc06-4cb5-926d-925303b7d1b7,4aeefbe2-eaa0-442b-8a5d-d9e717604d1f,ae0ec5d5-1567-41dd-a2a0-e20685b2384d,9f95bd35-f07d-4b21-950c-d725455c812a,059bdacb-afbf-46a6-9a0e-65265c9a81a1",2dbffcb9-1e50-445f-82f1-691566739097,"{""2dbffcb9-1e50-445f-82f1-691566739097"": 2.0}",Qual vantagem o SPIMI apresenta sobre o BSBI durante a construção do índice?,
iir-2009-013,ok,iir_recursive_gold_50_03,bm25,10,development,procedimental,201.592,1.0,0.1,1.0,0.333333,0.5,0.333333,"fb2da346-1186-45da-8b83-30aef2e666c5,36486dcd-d491-477f-bc33-94f19caa2008,f42a39fc-2a59-4940-ae18-cb4b444a68d2,d88b481b-bc06-4cb5-926d-925303b7d1b7,d5df47ef-6565-4132-9844-c4e0380e56eb,f13e9bd3-c837-42bf-bcc8-9c0f6d2c5391,0c33dc95-5eb4-4523-a108-df20e4a5d7d0,0301b36e-c380-4090-8a6d-0eb0f15e0854,ec2aa61e-a85b-4fc5-9afd-f173e26f4f26,053f3f8c-6c86-47be-b9a7-4ee05e2afd81",f42a39fc-2a59-4940-ae18-cb4b444a68d2,"{""f42a39fc-2a59-4940-ae18-cb4b444a68d2"": 2.0}",Como o MapReduce torna a indexação distribuída tolerante a falhas?,
iir-2009-013,ok,iir_recursive_gold_50_03,dense,10,development,procedimental,200.904,1.0,0.1,1.0,0.25,0.430677,0.25,"d88b481b-bc06-4cb5-926d-925303b7d1b7,fb2da346-1186-45da-8b83-30aef2e666c5,d5df47ef-6565-4132-9844-c4e0380e56eb,f42a39fc-2a59-4940-ae18-cb4b444a68d2,0c33dc95-5eb4-4523-a108-df20e4a5d7d0,36486dcd-d491-477f-bc33-94f19caa2008,66be991c-90e4-40b4-aeee-2ebf8a746b57,b4a44776-4354-4df4-961d-0a8215385303,8f7c531b-e86c-407d-b848-8ddb649eb841,0c8fc2db-6b4d-4c10-ae9d-f0f81b9e7ced",f42a39fc-2a59-4940-ae18-cb4b444a68d2,"{""f42a39fc-2a59-4940-ae18-cb4b444a68d2"": 2.0}",Como o MapReduce torna a indexação distribuída tolerante a falhas?,
iir-2009-013,ok,iir_recursive_gold_50_03,hybrid,10,development,procedimental,199.059,1.0,0.1,1.0,0.25,0.430677,0.25,"fb2da346-1186-45da-8b83-30aef2e666c5,d88b481b-bc06-4cb5-926d-925303b7d1b7,36486dcd-d491-477f-bc33-94f19caa2008,f42a39fc-2a59-4940-ae18-cb4b444a68d2,d5df47ef-6565-4132-9844-c4e0380e56eb,0c33dc95-5eb4-4523-a108-df20e4a5d7d0,66be991c-90e4-40b4-aeee-2ebf8a746b57,f13e9bd3-c837-42bf-bcc8-9c0f6d2c5391,0f28ff2b-179c-4c47-aea3-0fbdec4c03a1,8f7c531b-e86c-407d-b848-8ddb649eb841",f42a39fc-2a59-4940-ae18-cb4b444a68d2,"{""f42a39fc-2a59-4940-ae18-cb4b444a68d2"": 2.0}",Como o MapReduce torna a indexação distribuída tolerante a falhas?,
iir-2009-014,ok,iir_recursive_gold_50_03,bm25,10,development,conceitual,201.864,1.0,0.2,1.0,1.0,1.0,1.0,"b5bc48a1-3ac4-4e4f-8669-c6275fbbe29e,db1ed2e9-90b4-452b-a22b-bbc1d90ec0db,0f28ff2b-179c-4c47-aea3-0fbdec4c03a1,2ec2a921-e27e-4b90-9881-5e122ec873df,81fd0beb-ef60-4b12-90ab-ee609e9b526f,531508d0-0552-4546-9d65-16e20e323dda,0fce6dfb-62df-4a78-b854-5ddbb371fff9,ca139f0b-d773-490e-9fc3-76a36616bb4b,73cd3e62-649c-4c9d-ac5b-cf91c5074cc4,bea2a817-fc7b-415a-b3e1-4c6d3b848ee0","db1ed2e9-90b4-452b-a22b-bbc1d90ec0db,b5bc48a1-3ac4-4e4f-8669-c6275fbbe29e","{""db1ed2e9-90b4-452b-a22b-bbc1d90ec0db"": 2.0, ""b5bc48a1-3ac4-4e4f-8669-c6275fbbe29e"": 2.0}",O que a lei de Heaps indica sobre o crescimento do vocabulário de uma coleção?,
iir-2009-014,ok,iir_recursive_gold_50_03,dense,10,development,conceitual,201.068,1.0,0.2,1.0,1.0,1.0,1.0,"b5bc48a1-3ac4-4e4f-8669-c6275fbbe29e,db1ed2e9-90b4-452b-a22b-bbc1d90ec0db,0f28ff2b-179c-4c47-aea3-0fbdec4c03a1,e05163a8-0c84-4175-a5e0-898ce793a9e6,739ad2a8-6be8-4834-b6bf-f6508237ddb5,bd789111-a698-47cd-91bc-4054d1f2e391,ca139f0b-d773-490e-9fc3-76a36616bb4b,0301b36e-c380-4090-8a6d-0eb0f15e0854,613ba6d5-ac5f-426f-9b67-51c8bcbe17de,4f14710a-6ab9-49bb-a55d-7dfc94f53f7c","db1ed2e9-90b4-452b-a22b-bbc1d90ec0db,b5bc48a1-3ac4-4e4f-8669-c6275fbbe29e","{""db1ed2e9-90b4-452b-a22b-bbc1d90ec0db"": 2.0, ""b5bc48a1-3ac4-4e4f-8669-c6275fbbe29e"": 2.0}",O que a lei de Heaps indica sobre o crescimento do vocabulário de uma coleção?,
iir-2009-014,ok,iir_recursive_gold_50_03,hybrid,10,development,conceitual,200.783,1.0,0.2,1.0,1.0,1.0,1.0,"b5bc48a1-3ac4-4e4f-8669-c6275fbbe29e,db1ed2e9-90b4-452b-a22b-bbc1d90ec0db,0f28ff2b-179c-4c47-aea3-0fbdec4c03a1,ca139f0b-d773-490e-9fc3-76a36616bb4b,e05163a8-0c84-4175-a5e0-898ce793a9e6,2ec2a921-e27e-4b90-9881-5e122ec873df,0301b36e-c380-4090-8a6d-0eb0f15e0854,81fd0beb-ef60-4b12-90ab-ee609e9b526f,739ad2a8-6be8-4834-b6bf-f6508237ddb5,bd789111-a698-47cd-91bc-4054d1f2e391","db1ed2e9-90b4-452b-a22b-bbc1d90ec0db,b5bc48a1-3ac4-4e4f-8669-c6275fbbe29e","{""db1ed2e9-90b4-452b-a22b-bbc1d90ec0db"": 2.0, ""b5bc48a1-3ac4-4e4f-8669-c6275fbbe29e"": 2.0}",O que a lei de Heaps indica sobre o crescimento do vocabulário de uma coleção?,
iir-2009-015,ok,iir_recursive_gold_50_03,bm25,10,development,definicional,211.401,1.0,0.1,1.0,1.0,1.0,1.0,"b5bc48a1-3ac4-4e4f-8669-c6275fbbe29e,0f28ff2b-179c-4c47-aea3-0fbdec4c03a1,57c45a4b-3efe-4f6b-a828-839a327892c3,a1e2852e-bb14-4b7a-b3c8-ca6a2fa5dbda,bd789111-a698-47cd-91bc-4054d1f2e391,27a4fad2-384e-4a7c-9dea-77dd341590a4,6ecada09-dd08-4009-b3fb-b0e4198d4c14,e742554e-e0be-426d-ac58-918b74ea27d0,4a205e45-a476-4a3d-80a2-9820f57465cf,da687739-fd1c-46c2-ac96-71790a892adf",b5bc48a1-3ac4-4e4f-8669-c6275fbbe29e,"{""b5bc48a1-3ac4-4e4f-8669-c6275fbbe29e"": 2.0}",Como a lei de Zipf relaciona frequência e posição de um termo no ranking?,
iir-2009-015,ok,iir_recursive_gold_50_03,dense,10,development,definicional,212.606,1.0,0.1,1.0,1.0,1.0,1.0,"b5bc48a1-3ac4-4e4f-8669-c6275fbbe29e,bd789111-a698-47cd-91bc-4054d1f2e391,0f28ff2b-179c-4c47-aea3-0fbdec4c03a1,f13e9bd3-c837-42bf-bcc8-9c0f6d2c5391,db1ed2e9-90b4-452b-a22b-bbc1d90ec0db,33ee80e5-1f4d-461c-a820-e217b073ef05,715d8313-372e-4453-82a0-bec717d77126,57c45a4b-3efe-4f6b-a828-839a327892c3,9bd0bda3-e5e6-47d6-a0e7-b110855bdc0a,df67f635-c66e-493f-b90e-f750e1366e43",b5bc48a1-3ac4-4e4f-8669-c6275fbbe29e,"{""b5bc48a1-3ac4-4e4f-8669-c6275fbbe29e"": 2.0}",Como a lei de Zipf relaciona frequência e posição de um termo no ranking?,
iir-2009-015,ok,iir_recursive_gold_50_03,hybrid,10,development,definicional,203.945,1.0,0.1,1.0,1.0,1.0,1.0,"b5bc48a1-3ac4-4e4f-8669-c6275fbbe29e,0f28ff2b-179c-4c47-aea3-0fbdec4c03a1,bd789111-a698-47cd-91bc-4054d1f2e391,57c45a4b-3efe-4f6b-a828-839a327892c3,f13e9bd3-c837-42bf-bcc8-9c0f6d2c5391,6ecada09-dd08-4009-b3fb-b0e4198d4c14,a1e2852e-bb14-4b7a-b3c8-ca6a2fa5dbda,27a4fad2-384e-4a7c-9dea-77dd341590a4,db1ed2e9-90b4-452b-a22b-bbc1d90ec0db,946034b8-2609-4cdc-afd1-e1deddce61c2",b5bc48a1-3ac4-4e4f-8669-c6275fbbe29e,"{""b5bc48a1-3ac4-4e4f-8669-c6275fbbe29e"": 2.0}",Como a lei de Zipf relaciona frequência e posição de um termo no ranking?,
iir-2009-016,ok,iir_recursive_gold_50_03,bm25,10,development,procedimental,206.941,1.0,0.2,1.0,0.833333,0.919721,1.0,"e867f379-e554-48b9-a961-71e5b9a9f4f9,df637226-489f-48ae-9ff6-8a64ed95a557,4719a8b0-0bb0-4d01-844b-a135ff5c38fb,0f28ff2b-179c-4c47-aea3-0fbdec4c03a1,57c45a4b-3efe-4f6b-a828-839a327892c3,0e8a1f69-a695-4e05-939c-a220e60d6ce7,dcce0473-19ba-44aa-b385-84b22ae220af,a1e2852e-bb14-4b7a-b3c8-ca6a2fa5dbda,07f745aa-16e3-4669-9974-ef7b78faded3,7113ee47-0c6f-4075-8a4f-d2a2bebd5641","e867f379-e554-48b9-a961-71e5b9a9f4f9,4719a8b0-0bb0-4d01-844b-a135ff5c38fb","{""e867f379-e554-48b9-a961-71e5b9a9f4f9"": 2.0, ""4719a8b0-0bb0-4d01-844b-a135ff5c38fb"": 2.0}",Por que se codificam gaps entre docIDs e como funciona a codificação variable byte?,
iir-2009-016,ok,iir_recursive_gold_50_03,dense,10,development,procedimental,213.017,1.0,0.2,1.0,1.0,1.0,1.0,"4719a8b0-0bb0-4d01-844b-a135ff5c38fb,e867f379-e554-48b9-a961-71e5b9a9f4f9,df637226-489f-48ae-9ff6-8a64ed95a557,0e8a1f69-a695-4e05-939c-a220e60d6ce7,0f28ff2b-179c-4c47-aea3-0fbdec4c03a1,7113ee47-0c6f-4075-8a4f-d2a2bebd5641,57c45a4b-3efe-4f6b-a828-839a327892c3,4aeefbe2-eaa0-442b-8a5d-d9e717604d1f,d80a7198-7354-4e1f-a218-920807c3f0bd,d88b481b-bc06-4cb5-926d-925303b7d1b7","e867f379-e554-48b9-a961-71e5b9a9f4f9,4719a8b0-0bb0-4d01-844b-a135ff5c38fb","{""e867f379-e554-48b9-a961-71e5b9a9f4f9"": 2.0, ""4719a8b0-0bb0-4d01-844b-a135ff5c38fb"": 2.0}",Por que se codificam gaps entre docIDs e como funciona a codificação variable byte?,
iir-2009-016,ok,iir_recursive_gold_50_03,hybrid,10,development,procedimental,215.218,1.0,0.2,1.0,1.0,1.0,1.0,"e867f379-e554-48b9-a961-71e5b9a9f4f9,4719a8b0-0bb0-4d01-844b-a135ff5c38fb,df637226-489f-48ae-9ff6-8a64ed95a557,0f28ff2b-179c-4c47-aea3-0fbdec4c03a1,0e8a1f69-a695-4e05-939c-a220e60d6ce7,57c45a4b-3efe-4f6b-a828-839a327892c3,7113ee47-0c6f-4075-8a4f-d2a2bebd5641,d80a7198-7354-4e1f-a218-920807c3f0bd,dcce0473-19ba-44aa-b385-84b22ae220af,1e107be2-67ba-4e2b-9e3d-b311feef75ab","e867f379-e554-48b9-a961-71e5b9a9f4f9,4719a8b0-0bb0-4d01-844b-a135ff5c38fb","{""e867f379-e554-48b9-a961-71e5b9a9f4f9"": 2.0, ""4719a8b0-0bb0-4d01-844b-a135ff5c38fb"": 2.0}",Por que se codificam gaps entre docIDs e como funciona a codificação variable byte?,
iir-2009-017,ok,iir_recursive_gold_50_03,bm25,10,development,definicional,227.121,0.0,0.0,0.0,0.0,0.0,0.0,"5b107bf6-fec0-43a1-a3e5-e8658b115b46,646bcd0b-2e5f-4ac0-8678-726f037b2a1b,dbf727fa-7b77-45fd-bb7d-02f772083e68,9e720a91-cfe4-4066-9dd7-f49080117a1b,a8b0a329-d359-4fc7-b774-41a7949dad3f,ce58cd66-0e1d-426e-b404-1d580fe712ed,4f14710a-6ab9-49bb-a55d-7dfc94f53f7c,8e86e38f-5730-4d7f-a249-1ce64b3e2d24,30b8df73-7588-480e-a9dd-bfa440c226cb,d0a2aafe-14b8-4a62-9e65-11f264aedfb9",33ee80e5-1f4d-461c-a820-e217b073ef05,"{""33ee80e5-1f4d-461c-a820-e217b073ef05"": 2.0}",O que representa a frequência de termo tf em um documento?,
iir-2009-017,ok,iir_recursive_gold_50_03,dense,10,development,definicional,201.253,1.0,0.1,1.0,0.2,0.386853,0.2,"a8b0a329-d359-4fc7-b774-41a7949dad3f,dbf727fa-7b77-45fd-bb7d-02f772083e68,df67f635-c66e-493f-b90e-f750e1366e43,9e720a91-cfe4-4066-9dd7-f49080117a1b,33ee80e5-1f4d-461c-a820-e217b073ef05,d0a2aafe-14b8-4a62-9e65-11f264aedfb9,646bcd0b-2e5f-4ac0-8678-726f037b2a1b,a102cbf3-1490-4f3f-a3d1-a25cfa7154ef,b5bc48a1-3ac4-4e4f-8669-c6275fbbe29e,8e86e38f-5730-4d7f-a249-1ce64b3e2d24",33ee80e5-1f4d-461c-a820-e217b073ef05,"{""33ee80e5-1f4d-461c-a820-e217b073ef05"": 2.0}",O que representa a frequência de termo tf em um documento?,
iir-2009-017,ok,iir_recursive_gold_50_03,hybrid,10,development,definicional,210.44,1.0,0.1,1.0,0.125,0.315465,0.125,"a8b0a329-d359-4fc7-b774-41a7949dad3f,dbf727fa-7b77-45fd-bb7d-02f772083e68,5b107bf6-fec0-43a1-a3e5-e8658b115b46,646bcd0b-2e5f-4ac0-8678-726f037b2a1b,9e720a91-cfe4-4066-9dd7-f49080117a1b,df67f635-c66e-493f-b90e-f750e1366e43,d0a2aafe-14b8-4a62-9e65-11f264aedfb9,33ee80e5-1f4d-461c-a820-e217b073ef05,8e86e38f-5730-4d7f-a249-1ce64b3e2d24,a102cbf3-1490-4f3f-a3d1-a25cfa7154ef",33ee80e5-1f4d-461c-a820-e217b073ef05,"{""33ee80e5-1f4d-461c-a820-e217b073ef05"": 2.0}",O que representa a frequência de termo tf em um documento?,
iir-2009-018,ok,iir_recursive_gold_50_03,bm25,10,development,conceitual,208.065,1.0,0.1,1.0,0.333333,0.5,0.333333,"797182a7-1e57-4691-a271-c3a97c90c928,33ee80e5-1f4d-461c-a820-e217b073ef05,a8b0a329-d359-4fc7-b774-41a7949dad3f,9e720a91-cfe4-4066-9dd7-f49080117a1b,dbf727fa-7b77-45fd-bb7d-02f772083e68,ee41af0f-02dd-4712-8ef7-140e38c587c0,df67f635-c66e-493f-b90e-f750e1366e43,0cfee541-6c97-42ff-baf1-012dbc3af153,d434822b-a19b-478a-9049-6c632c77a9a6,d88b481b-bc06-4cb5-926d-925303b7d1b7",a8b0a329-d359-4fc7-b774-41a7949dad3f,"{""a8b0a329-d359-4fc7-b774-41a7949dad3f"": 2.0}",Por que a frequência documental é usada para reduzir o peso de termos comuns?,
iir-2009-018,ok,iir_recursive_gold_50_03,dense,10,development,conceitual,205.14,1.0,0.1,1.0,1.0,1.0,1.0,"a8b0a329-d359-4fc7-b774-41a7949dad3f,33ee80e5-1f4d-461c-a820-e217b073ef05,d9d0f2a8-4f53-48af-8af9-a70ff975c594,898830d4-5236-42b6-8730-53420febcb4a,8ecab07a-1981-4ecf-9381-a4f3e785fe6e,7631900d-010d-479c-ac8a-08d8d394fda2,df67f635-c66e-493f-b90e-f750e1366e43,bd789111-a698-47cd-91bc-4054d1f2e391,d0a2aafe-14b8-4a62-9e65-11f264aedfb9,db1ed2e9-90b4-452b-a22b-bbc1d90ec0db",a8b0a329-d359-4fc7-b774-41a7949dad3f,"{""a8b0a329-d359-4fc7-b774-41a7949dad3f"": 2.0}",Por que a frequência documental é usada para reduzir o peso de termos comuns?,
iir-2009-018,ok,iir_recursive_gold_50_03,hybrid,10,development,conceitual,207.75,1.0,0.1,1.0,1.0,1.0,1.0,"a8b0a329-d359-4fc7-b774-41a7949dad3f,33ee80e5-1f4d-461c-a820-e217b073ef05,797182a7-1e57-4691-a271-c3a97c90c928,898830d4-5236-42b6-8730-53420febcb4a,df67f635-c66e-493f-b90e-f750e1366e43,d9d0f2a8-4f53-48af-8af9-a70ff975c594,dbf727fa-7b77-45fd-bb7d-02f772083e68,9e720a91-cfe4-4066-9dd7-f49080117a1b,ee41af0f-02dd-4712-8ef7-140e38c587c0,8ecab07a-1981-4ecf-9381-a4f3e785fe6e",a8b0a329-d359-4fc7-b774-41a7949dad3f,"{""a8b0a329-d359-4fc7-b774-41a7949dad3f"": 2.0}",Por que a frequência documental é usada para reduzir o peso de termos comuns?,
iir-2009-019,ok,iir_recursive_gold_50_03,bm25,10,development,conceitual,204.779,0.0,0.0,0.0,0.0,0.0,0.0,"d53291cb-0714-4859-9262-9ccab7994c02,644a8723-a926-4fcb-8273-003d4583c948,e610eeb8-ec28-42eb-866a-db062a42d60d,cdcac76d-012e-459c-b57b-b7d525df9c32,b421feb9-448e-4f05-a959-f94c344a3194,78d82523-d3fe-45cc-869e-d6aa19c9b51e,ffee2913-2517-4626-b43f-b2abe0a44441,4bf6c5dc-f62a-4c1a-8a93-5a2152337380,0a2d6dd3-ba48-4682-8465-be6f585edf12,f6c083ba-f729-43e6-af23-47a501001d26","646bcd0b-2e5f-4ac0-8678-726f037b2a1b,c53b8993-eedb-4a0f-bb1e-e3127caf901f","{""646bcd0b-2e5f-4ac0-8678-726f037b2a1b"": 2.0, ""c53b8993-eedb-4a0f-bb1e-e3127caf901f"": 2.0}",Por que a similaridade do cosseno é usada no modelo vetorial?,
iir-2009-019,ok,iir_recursive_gold_50_03,dense,10,development,conceitual,206.599,1.0,0.1,0.5,0.25,0.386853,0.5,"af346db0-df6b-49e9-bd07-be551f41908e,c53b8993-eedb-4a0f-bb1e-e3127caf901f,30b8df73-7588-480e-a9dd-bfa440c226cb,1211eeaf-6aa6-4acd-b9a2-8691ce2094b4,b328f7ef-6799-493b-9e3a-067e6b526868,5b107bf6-fec0-43a1-a3e5-e8658b115b46,6d46d2dc-d660-46cc-bc63-cc341ba400d2,59530d42-bfde-4e5c-a6aa-1759cf504472,ba80ffd2-a49b-4293-8db7-dd3dbb8dbcac,5b575e8d-8a20-42d7-a6bc-4977afa07788","646bcd0b-2e5f-4ac0-8678-726f037b2a1b,c53b8993-eedb-4a0f-bb1e-e3127caf901f","{""646bcd0b-2e5f-4ac0-8678-726f037b2a1b"": 2.0, ""c53b8993-eedb-4a0f-bb1e-e3127caf901f"": 2.0}",Por que a similaridade do cosseno é usada no modelo vetorial?,
iir-2009-019,ok,iir_recursive_gold_50_03,hybrid,10,development,conceitual,210.07,1.0,0.1,0.5,0.166667,0.306574,0.333333,"d53291cb-0714-4859-9262-9ccab7994c02,af346db0-df6b-49e9-bd07-be551f41908e,c53b8993-eedb-4a0f-bb1e-e3127caf901f,644a8723-a926-4fcb-8273-003d4583c948,e610eeb8-ec28-42eb-866a-db062a42d60d,30b8df73-7588-480e-a9dd-bfa440c226cb,1211eeaf-6aa6-4acd-b9a2-8691ce2094b4,cdcac76d-012e-459c-b57b-b7d525df9c32,b328f7ef-6799-493b-9e3a-067e6b526868,b421feb9-448e-4f05-a959-f94c344a3194","646bcd0b-2e5f-4ac0-8678-726f037b2a1b,c53b8993-eedb-4a0f-bb1e-e3127caf901f","{""646bcd0b-2e5f-4ac0-8678-726f037b2a1b"": 2.0, ""c53b8993-eedb-4a0f-bb1e-e3127caf901f"": 2.0}",Por que a similaridade do cosseno é usada no modelo vetorial?,
iir-2009-020,ok,iir_recursive_gold_50_03,bm25,10,development,procedimental,215.867,1.0,0.2,1.0,1.0,1.0,1.0,"43cd1a06-8966-40d5-b773-d79843de35e2,65fd208a-3a42-49aa-9b73-b9a8264694b6,f7bcaf12-dfd8-4662-b260-b59fee625b62,84d33394-ee04-43f2-b345-6d3c846f372d,ce58cd66-0e1d-426e-b404-1d580fe712ed,825fa07e-d956-4c1f-9d0c-a2c11dc794ef,4a205e45-a476-4a3d-80a2-9820f57465cf,b328f7ef-6799-493b-9e3a-067e6b526868,7bb018ba-d6db-4489-8844-7d508fcdf8cf,0570a255-25df-4dfa-992c-b66ff8c8da57","43cd1a06-8966-40d5-b773-d79843de35e2,65fd208a-3a42-49aa-9b73-b9a8264694b6","{""43cd1a06-8966-40d5-b773-d79843de35e2"": 2.0, ""65fd208a-3a42-49aa-9b73-b9a8264694b6"": 2.0}",Como champion lists reduzem o custo de calcular os documentos top-K?,
iir-2009-020,ok,iir_recursive_gold_50_03,dense,10,development,procedimental,215.478,1.0,0.2,1.0,0.833333,0.919721,1.0,"43cd1a06-8966-40d5-b773-d79843de35e2,84d33394-ee04-43f2-b345-6d3c846f372d,65fd208a-3a42-49aa-9b73-b9a8264694b6,f7bcaf12-dfd8-4662-b260-b59fee625b62,ef303be3-de9d-4eec-a1a1-89cb064ea321,ce58cd66-0e1d-426e-b404-1d580fe712ed,3f0dd7fe-1bcc-4fb2-ba58-a554df28990f,30b8df73-7588-480e-a9dd-bfa440c226cb,4b977714-20a7-424a-a641-3ce14eee0ef8,b328f7ef-6799-493b-9e3a-067e6b526868","43cd1a06-8966-40d5-b773-d79843de35e2,65fd208a-3a42-49aa-9b73-b9a8264694b6","{""43cd1a06-8966-40d5-b773-d79843de35e2"": 2.0, ""65fd208a-3a42-49aa-9b73-b9a8264694b6"": 2.0}",Como champion lists reduzem o custo de calcular os documentos top-K?,
